pwsid,pwsname,pctpov,pcthisp,health,medianincomehouse,violation,pcthisp_bin,pctpov_bin
AL0001208,RAGLAND (THE WW BOARD OF THE TOWN OF),20.399999618530273,0,0,36618,FALSE,"(-10,0]","(20,30]"
AL0001208,RAGLAND (THE WW BOARD OF THE TOWN OF),19.399999618530273,0,0,40278,FALSE,"(-10,0]","(10,20]"
AL0001208,RAGLAND (THE WW BOARD OF THE TOWN OF),21.299999237060547,0,0,35724,FALSE,"(-10,0]","(20,30]"
AL0001209,RIVERSIDE (TOWN OF),9,0.5470459461212158,0,59250,FALSE,"(0,10]","(0,10]"
AL0001209,RIVERSIDE (TOWN OF),6.5,0.35732516646385193,0,65020,FALSE,"(0,10]","(0,10]"
AL0001209,RIVERSIDE (TOWN OF),4.800000190734863,1.0243902206420898,0,59688,FALSE,"(0,10]","(0,10]"
AL0001209,RIVERSIDE (TOWN OF),3.700000047683716,0.6724303364753723,0,58988,FALSE,"(0,10]","(0,10]"
AL0001211,SPRINGVILLE WATER WORKS,9.199999809265137,0,0,66667,FALSE,"(-10,0]","(0,10]"
AL0001211,SPRINGVILLE WATER WORKS,13.199999809265137,0.1006036251783371,0,60714,FALSE,"(0,10]","(10,20]"
AL0001211,SPRINGVILLE WATER WORKS,11.600000381469728,0.1722017228603363,0,72634,FALSE,"(0,10]","(10,20]"
AL0001211,SPRINGVILLE WATER WORKS,7.5,0,0,80075,FALSE,"(-10,0]","(0,10]"
AL0001213,STEELE WATER WORKS BOARD,20.600000381469727,4.627006530761719,0,36023,FALSE,"(0,10]","(20,30]"
AL0001213,STEELE WATER WORKS BOARD,18.899999618530273,6.084070682525635,0,36736,FALSE,"(0,10]","(10,20]"
AL0001213,STEELE WATER WORKS BOARD,18.799999237060547,5.015353202819824,0,35298,FALSE,"(0,10]","(10,20]"
AL0001213,STEELE WATER WORKS BOARD,19.899999618530273,4.379561901092529,0,32900,FALSE,"(0,10]","(10,20]"
AL0001216,WATTSVILLE WATER AUTHORITY,21.100000381469727,0,0,32292,FALSE,"(-10,0]","(20,30]"
AL0001216,WATTSVILLE WATER AUTHORITY,20.399999618530273,0,0,36618,FALSE,"(-10,0]","(20,30]"
AL0001216,WATTSVILLE WATER AUTHORITY,19.399999618530273,0,0,40278,FALSE,"(-10,0]","(10,20]"
AL0001216,WATTSVILLE WATER AUTHORITY,21.299999237060547,0,0,35724,FALSE,"(-10,0]","(20,30]"
AL0001220,LIVINGSTON WATER WORKS,34.5,0,0,26798,FALSE,"(-10,0]","(30,40]"
AL0001220,LIVINGSTON WATER WORKS,40.5,0,0,16812,FALSE,"(-10,0]","(40,50]"
AL0001220,LIVINGSTON WATER WORKS,44.70000076293945,0.6076388955116272,0,16736,FALSE,"(0,10]","(40,50]"
AL0001220,LIVINGSTON WATER WORKS,45.900001525878906,0.545976996421814,0,14825,FALSE,"(0,10]","(40,50]"
AL0001222,SUMTER COUNTY WATER AUTHORITY,34.5,0,0,26798,FALSE,"(-10,0]","(30,40]"
AL0001222,SUMTER COUNTY WATER AUTHORITY,40.5,0,0,16812,FALSE,"(-10,0]","(40,50]"
AL0001222,SUMTER COUNTY WATER AUTHORITY,44.70000076293945,0.6076388955116272,0,16736,FALSE,"(0,10]","(40,50]"
AL0001222,SUMTER COUNTY WATER AUTHORITY,45.900001525878906,0.545976996421814,0,14825,FALSE,"(0,10]","(40,50]"
AL0001223,YORK WATER SYSTEM/CITY OF YORK,42.70000076293945,2.4390244483947754,1,19000,TRUE,"(0,10]","(40,50]"
AL0001223,YORK WATER SYSTEM/CITY OF YORK,40.099998474121094,2.555366277694702,0,18624,FALSE,"(0,10]","(40,50]"
AL0001223,YORK WATER SYSTEM/CITY OF YORK,36.29999923706055,1.885424256324768,0,21172,FALSE,"(0,10]","(30,40]"
AL0001223,YORK WATER SYSTEM/CITY OF YORK,35.5,1.899827241897583,1,22131,TRUE,"(0,10]","(30,40]"
AL0001228,CHILDERSBURG WATER & SEWER  BOARD,14.199999809265137,0,0,38310,FALSE,"(-10,0]","(10,20]"
AL0001228,CHILDERSBURG WATER & SEWER  BOARD,26.700000762939453,0,0,35066,FALSE,"(-10,0]","(20,30]"
AL0001228,CHILDERSBURG WATER & SEWER  BOARD,31,0.3472222089767456,0,27846,FALSE,"(0,10]","(30,40]"
AL0001228,CHILDERSBURG WATER & SEWER  BOARD,35.099998474121094,0.3881234228610992,0,27057,FALSE,"(0,10]","(30,40]"
AL0001236,FAYETTEVILLE WATER  AUTHORITY,21.299999237060547,1.4230979681015017,0,34236,FALSE,"(0,10]","(20,30]"
AL0001236,FAYETTEVILLE WATER  AUTHORITY,25.799999237060547,1.4866979122161863,0,31764,FALSE,"(0,10]","(20,30]"
AL0001236,FAYETTEVILLE WATER  AUTHORITY,27.100000381469727,2.175614356994629,0,31901,FALSE,"(0,10]","(20,30]"
AL0001236,FAYETTEVILLE WATER  AUTHORITY,27,2.5283756256103516,0,33415,FALSE,"(0,10]","(20,30]"
AL0001245,LINCOLN (CITY OF),14.300000190734863,1.0552349090576172,0,36919,FALSE,"(0,10]","(10,20]"
AL0001245,LINCOLN (CITY OF),14.300000190734863,2.1640090942382812,1,42277,TRUE,"(0,10]","(10,20]"
AL0001245,LINCOLN (CITY OF),14.199999809265137,0,0,45655,FALSE,"(-10,0]","(10,20]"
AL0001245,LINCOLN (CITY OF),15.100000381469728,0,0,45114,FALSE,"(-10,0]","(10,20]"
AL0001247,"MUNFORD WATER AUTHORITY, INC.",19.399999618530273,2.4059221744537354,0,49444,FALSE,"(0,10]","(10,20]"
AL0001247,"MUNFORD WATER AUTHORITY, INC.",19.899999618530273,2.7379400730133057,0,46875,FALSE,"(0,10]","(10,20]"
AL0001247,"MUNFORD WATER AUTHORITY, INC.",18.200000762939453,2.5708634853363037,0,38650,FALSE,"(0,10]","(10,20]"
AL0001247,"MUNFORD WATER AUTHORITY, INC.",18,2.8037383556365967,0,40417,FALSE,"(0,10]","(10,20]"
AL0001258,SYLACAUGA UTILITIES BOARD,21.299999237060547,1.4230979681015017,0,34236,FALSE,"(0,10]","(20,30]"
AL0001258,SYLACAUGA UTILITIES BOARD,25.799999237060547,1.4866979122161863,0,31764,FALSE,"(0,10]","(20,30]"
AL0001258,SYLACAUGA UTILITIES BOARD,27.100000381469727,2.175614356994629,0,31901,FALSE,"(0,10]","(20,30]"
AL0001258,SYLACAUGA UTILITIES BOARD,27,2.5283756256103516,0,33415,FALSE,"(0,10]","(20,30]"
AL0001260,"TALLADEGA WATER AND SEWER BOARD, CITY OF",25.5,1.7757768630981443,0,32449,FALSE,"(0,10]","(20,30]"
AL0001260,"TALLADEGA WATER AND SEWER BOARD, CITY OF",28.700000762939453,2.321180820465088,0,31437,FALSE,"(0,10]","(20,30]"
AL0001260,"TALLADEGA WATER AND SEWER BOARD, CITY OF",30.200000762939453,2.7740747928619385,0,29121,FALSE,"(0,10]","(30,40]"
AL0001260,"TALLADEGA WATER AND SEWER BOARD, CITY OF",28.899999618530273,3.770512342453003,0,29911,FALSE,"(0,10]","(20,30]"
AL0001265,ALEXANDER CITY WATER DEPARTMENT,20.5,4.341689586639404,0,34782,FALSE,"(0,10]","(20,30]"
AL0001265,ALEXANDER CITY WATER DEPARTMENT,23.100000381469727,4.692850112915039,0,34453,FALSE,"(0,10]","(20,30]"
AL0001265,ALEXANDER CITY WATER DEPARTMENT,27,4.653825283050537,0,33373,FALSE,"(0,10]","(20,30]"
AL0001265,ALEXANDER CITY WATER DEPARTMENT,28.5,5.530139923095703,0,33804,FALSE,"(0,10]","(20,30]"
AL0001270,CAMP HILL UTILITIES BOARD,38.599998474121094,0.9336099624633788,0,18663,FALSE,"(0,10]","(30,40]"
AL0001270,CAMP HILL UTILITIES BOARD,31.399999618530273,0.8667389154434204,0,19564,FALSE,"(0,10]","(30,40]"
AL0001270,CAMP HILL UTILITIES BOARD,24.100000381469727,2.3231256008148193,0,25217,FALSE,"(0,10]","(20,30]"
AL0001270,CAMP HILL UTILITIES BOARD,27.100000381469727,2.167182683944702,0,25231,FALSE,"(0,10]","(20,30]"
AL0001273,DADEVILLE WATER & GAS BOARD,19.399999618530273,0,0,35319,FALSE,"(-10,0]","(10,20]"
AL0001273,DADEVILLE WATER & GAS BOARD,15.300000190734863,0.27950310707092285,0,38446,FALSE,"(0,10]","(10,20]"
AL0001273,DADEVILLE WATER & GAS BOARD,23.600000381469727,0.21732380986213684,0,33105,FALSE,"(0,10]","(20,30]"
AL0001273,"DADEVILLE,  WATER WORKS & SEWAGE BOARD",20.799999237060547,0.09319664537906648,3,33843,TRUE,"(0,10]","(20,30]"
AL0001279,JACKSONS GAP WATER AUTHORITY,21.399999618530273,0,0,29602,FALSE,"(-10,0]","(20,30]"
AL0001279,JACKSONS GAP WATER AUTHORITY,15.699999809265137,0,0,28846,FALSE,"(-10,0]","(10,20]"
AL0001279,JACKSONS GAP WATER AUTHORITY,16.700000762939453,0,0,28807,FALSE,"(-10,0]","(10,20]"
AL0001279,JACKSONS GAP WATER AUTHORITY,16.799999237060547,0,0,35000,FALSE,"(-10,0]","(10,20]"
AL0001283,NEW SITE WATER SYSTEM,22.799999237060547,0,0,31875,FALSE,"(-10,0]","(20,30]"
AL0001283,NEW SITE WATER SYSTEM,18.799999237060547,0,0,35192,FALSE,"(-10,0]","(10,20]"
AL0001283,NEW SITE WATER SYSTEM,24.299999237060547,0,1,32788,TRUE,"(-10,0]","(20,30]"
AL0001283,NEW SITE WATER SYSTEM,21.799999237060547,0.24479804933071136,0,36286,FALSE,"(0,10]","(20,30]"
AL0001285,RAY COMMUNITY WATER & FIRE PRO AUTHORITY,20.5,4.341689586639404,1,34782,TRUE,"(0,10]","(20,30]"
AL0001285,RAY COMMUNITY WATER & FIRE PRO AUTHORITY,23.100000381469727,4.692850112915039,0,34453,FALSE,"(0,10]","(20,30]"
AL0001285,RAY COMMUNITY WATER & FIRE PRO AUTHORITY,27,4.653825283050537,0,33373,FALSE,"(0,10]","(20,30]"
AL0001285,RAY COMMUNITY WATER & FIRE PRO AUTHORITY,28.5,5.530139923095703,0,33804,FALSE,"(0,10]","(20,30]"
AL0001288,WALL STREET WATER AUTHORITY,17.200000762939453,1.2385222911834717,0,32941,FALSE,"(0,10]","(10,20]"
AL0001288,WALL STREET WATER AUTHORITY,16.299999237060547,1.3279074430465698,0,29917,FALSE,"(0,10]","(10,20]"
AL0001288,WALL STREET WATER AUTHORITY,15.300000190734863,0.5191029906272888,0,31637,FALSE,"(0,10]","(10,20]"
AL0001288,WALL STREET WATER AUTHORITY,8.800000190734863,0.6111224293708801,0,35908,FALSE,"(0,10]","(0,10]"
AL0001289,WALNUT HILL WATER AUTHORITY,19.399999618530273,0,0,35319,FALSE,"(-10,0]","(10,20]"
AL0001289,WALNUT HILL WATER AUTHORITY,15.300000190734863,0.27950310707092285,0,38446,FALSE,"(0,10]","(10,20]"
AL0001289,WALNUT HILL WATER AUTHORITY,23.600000381469727,0.21732380986213684,0,33105,FALSE,"(0,10]","(20,30]"
AL0001289,WALNUT HILL WATER AUTHORITY,20.799999237060547,0.09319664537906648,0,33843,FALSE,"(0,10]","(20,30]"
AL0001293,"CITIZENS WATER SERVICE, INC.",4.5,0,0,55938,FALSE,"(-10,0]","(0,10]"
AL0001293,"CITIZENS WATER SERVICE, INC.",5.199999809265137,0,0,55559,FALSE,"(-10,0]","(0,10]"
AL0001293,"CITIZENS WATER SERVICE, INC.",5.400000095367432,0,0,73182,FALSE,"(-10,0]","(0,10]"
AL0001293,"CITIZENS WATER SERVICE, INC.",9.699999809265137,0,0,66518,FALSE,"(-10,0]","(0,10]"
AL0001298,COALING WATER AUTHORITY,12.399999618530272,3.0937647819519043,0,52286,FALSE,"(0,10]","(10,20]"
AL0001298,COALING WATER AUTHORITY,16.799999237060547,3.638253688812256,0,54648,FALSE,"(0,10]","(10,20]"
AL0001298,COALING WATER AUTHORITY,15.800000190734863,3.4908699989318848,0,64554,FALSE,"(0,10]","(10,20]"
AL0001298,COALING WATER AUTHORITY,16.600000381469727,2.972972869873047,0,64833,FALSE,"(0,10]","(10,20]"
AL0001299,COKER WATER AUTHORITY,11.600000381469728,5.025125503540039,0,41250,FALSE,"(0,10]","(10,20]"
AL0001299,COKER WATER AUTHORITY,11,4.737732887268066,0,48393,FALSE,"(0,10]","(10,20]"
AL0001299,COKER WATER AUTHORITY,7.699999809265137,4.497607707977295,0,44688,FALSE,"(0,10]","(0,10]"
AL0001299,COKER WATER AUTHORITY,9.699999809265137,0,0,37692,FALSE,"(-10,0]","(0,10]"
AL0001301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",29.799999237060547,3.402803897857666,0,31874,FALSE,"(0,10]","(20,30]"
AL0001301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",29.600000381469727,3.3166732788085938,0,34359,FALSE,"(0,10]","(20,30]"
AL0001301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",27.600000381469727,3.4627504348754883,0,35785,FALSE,"(0,10]","(20,30]"
AL0001301,"ENGLEWOOD-HULLS WATER SYSTEM, INC.",26.299999237060547,3.272731304168701,0,38519,FALSE,"(0,10]","(20,30]"
AL0001306,MITCHELL WATER SYSTEM INC,29.799999237060547,3.402803897857666,0,31874,FALSE,"(0,10]","(20,30]"
AL0001306,MITCHELL WATER SYSTEM INC,29.600000381469727,3.3166732788085938,0,34359,FALSE,"(0,10]","(20,30]"
AL0001306,MITCHELL WATER SYSTEM INC,27.600000381469727,3.4627504348754883,0,35785,FALSE,"(0,10]","(20,30]"
AL0001306,MITCHELL WATER SYSTEM INC,26.299999237060547,3.272731304168701,0,38519,FALSE,"(0,10]","(20,30]"
AL0001307,NORTHPORT WATER WORKS,15.399999618530272,3.167701959609986,0,49167,FALSE,"(0,10]","(10,20]"
AL0001307,NORTHPORT WATER WORKS,14.300000190734863,2.844677209854126,0,51730,FALSE,"(0,10]","(10,20]"
AL0001307,NORTHPORT WATER WORKS,12.699999809265137,2.86667799949646,0,51628,FALSE,"(0,10]","(10,20]"
AL0001307,NORTHPORT WATER WORKS,13.5,2.3549201488494873,0,51112,FALSE,"(0,10]","(10,20]"
AL0001309,PETERSON WATER SYSTEM,12.199999809265137,3.8811187744140625,0,41296,FALSE,"(0,10]","(10,20]"
AL0001313,TUSCALOOSA WATER & SEWER,29.799999237060547,3.402803897857666,0,31874,FALSE,"(0,10]","(20,30]"
AL0001313,TUSCALOOSA WATER & SEWER,29.600000381469727,3.3166732788085938,0,34359,FALSE,"(0,10]","(20,30]"
AL0001313,TUSCALOOSA WATER & SEWER,27.600000381469727,3.4627504348754883,0,35785,FALSE,"(0,10]","(20,30]"
AL0001313,TUSCALOOSA WATER & SEWER,26.299999237060547,3.272731304168701,0,38519,FALSE,"(0,10]","(20,30]"
AL0001322,BOLDO WATER & FIRE PROT. AUTHORITY,16.700000762939453,4.067938804626465,0,41586,FALSE,"(0,10]","(10,20]"
AL0001322,BOLDO WATER & FIRE PROT. AUTHORITY,18.600000381469727,5.398619174957275,0,41883,FALSE,"(0,10]","(10,20]"
AL0001322,BOLDO WATER & FIRE PROT. AUTHORITY,17.600000381469727,4.674853324890137,0,44309,FALSE,"(0,10]","(10,20]"
AL0001322,BOLDO WATER & FIRE PROT. AUTHORITY,19.299999237060547,4.386148929595947,0,43728,FALSE,"(0,10]","(10,20]"
AL0001324,CARBON HILL UTILITIES BOARD,26.200000762939453,0,0,25481,FALSE,"(-10,0]","(20,30]"
AL0001324,CARBON HILL UTILITIES BOARD,33.29999923706055,0,0,21806,FALSE,"(-10,0]","(30,40]"
AL0001324,CARBON HILL UTILITIES BOARD,36.79999923706055,0,0,21813,FALSE,"(-10,0]","(30,40]"
AL0001324,CARBON HILL UTILITIES BOARD,28.799999237060547,0,0,29000,FALSE,"(-10,0]","(20,30]"
AL0001326,CORDOVA WATER WORKS & GAS BOARD,29.600000381469727,0,0,23472,FALSE,"(-10,0]","(20,30]"
AL0001326,CORDOVA WATER WORKS & GAS BOARD,32.599998474121094,1.3192611932754517,0,22212,FALSE,"(0,10]","(30,40]"
AL0001326,CORDOVA WATER WORKS & GAS BOARD,31.799999237060547,2.2179975509643555,0,23045,FALSE,"(0,10]","(30,40]"
AL0001326,CORDOVA WATER WORKS & GAS BOARD,27.5,2.2634940147399902,0,23667,FALSE,"(0,10]","(20,30]"
AL0001336,JASPER UTILITIES BOARD,16.700000762939453,4.067938804626465,0,41586,FALSE,"(0,10]","(10,20]"
AL0001336,JASPER UTILITIES BOARD,18.600000381469727,5.398619174957275,0,41883,FALSE,"(0,10]","(10,20]"
AL0001336,JASPER WATER WORKS AND SEWER BOARD,17.600000381469727,4.674853324890137,0,44309,FALSE,"(0,10]","(10,20]"
AL0001336,JASPER WATER WORKS AND SEWER BOARD,19.299999237060547,4.386148929595947,0,43728,FALSE,"(0,10]","(10,20]"
AL0001342,NAUVOO WATER WORKS,42.599998474121094,2.2813687324523926,0,17036,FALSE,"(0,10]","(40,50]"
AL0001342,NAUVOO WATER WORKS,36.5,2.884615421295166,0,18983,FALSE,"(0,10]","(30,40]"
AL0001342,NAUVOO WATER WORKS,32,4.761904716491699,0,19157,FALSE,"(0,10]","(30,40]"
AL0001342,NAUVOO WATER WORKS,50.900001525878906,4.2682929039001465,0,22500,FALSE,"(0,10]","(50,60]"
AL0001343,OAKMAN WATER WORKS,25.299999237060547,0,0,26058,FALSE,"(-10,0]","(20,30]"
AL0001343,OAKMAN WATER WORKS,27,0,0,30395,FALSE,"(-10,0]","(20,30]"
AL0001343,OAKMAN WATER WORKS,25.600000381469727,0,0,33229,FALSE,"(-10,0]","(20,30]"
AL0001343,OAKMAN WATER WORKS,21.100000381469727,0,0,34318,FALSE,"(-10,0]","(20,30]"
AL0001344,PARRISH WATER WORKS BOARD,23.600000381469727,0.34324944019317627,0,24844,FALSE,"(0,10]","(20,30]"
AL0001344,PARRISH WATER WORKS BOARD,20.299999237060547,0.6829268336296082,0,32708,FALSE,"(0,10]","(20,30]"
AL0001344,PARRISH WATER WORKS BOARD,20.799999237060547,1.0020040273666382,0,28077,FALSE,"(0,10]","(20,30]"
AL0001344,PARRISH WATER WORKS BOARD,18.100000381469727,0.7943512797355652,0,31250,FALSE,"(0,10]","(10,20]"
AL0001345,PROVIDENCE WATER AUTHORITY,25.299999237060547,0,0,26058,FALSE,"(-10,0]","(20,30]"
AL0001345,PROVIDENCE WATER AUTHORITY,27,0,0,30395,FALSE,"(-10,0]","(20,30]"
AL0001345,PROVIDENCE WATER AUTHORITY,25.600000381469727,0,0,33229,FALSE,"(-10,0]","(20,30]"
AL0001345,PROVIDENCE WATER AUTHORITY,21.100000381469727,0,0,34318,FALSE,"(-10,0]","(20,30]"
AL0001351,SUMITON WATER WORKS BOARD,18.399999618530273,0.7111813426017761,0,34036,FALSE,"(0,10]","(10,20]"
AL0001351,SUMITON WATER WORKS BOARD,17.600000381469727,0.8092892169952393,0,37788,FALSE,"(0,10]","(10,20]"
AL0001351,SUMITON WATER WORKS BOARD,16.600000381469727,1.3832658529281616,0,39410,FALSE,"(0,10]","(10,20]"
AL0001351,SUMITON WATER WORKS BOARD,20.200000762939453,3.1487512588500977,0,39489,FALSE,"(0,10]","(20,30]"
AL0001358,CHATOM UTILITIES BOARD,35.29999923706055,0,0,23250,FALSE,"(-10,0]","(30,40]"
AL0001358,CHATOM UTILITIES BOARD,37.70000076293945,0,0,23641,FALSE,"(-10,0]","(30,40]"
AL0001358,CHATOM UTILITIES BOARD,31.399999618530273,0.4731861054897308,0,23063,FALSE,"(0,10]","(30,40]"
AL0001358,CHATOM UTILITIES BOARD,28,0.5982906222343445,0,18750,FALSE,"(0,10]","(20,30]"
AL0001360,FRUITDALE WATER SYSTEM,35.29999923706055,0,0,23250,FALSE,"(-10,0]","(30,40]"
AL0001360,FRUITDALE WATER SYSTEM,37.70000076293945,0,0,23641,FALSE,"(-10,0]","(30,40]"
AL0001360,FRUITDALE WATER SYSTEM,31.399999618530273,0.4731861054897308,0,23063,FALSE,"(0,10]","(30,40]"
AL0001360,FRUITDALE WATER SYSTEM,28,0.5982906222343445,0,18750,FALSE,"(0,10]","(20,30]"
AL0001362,LEROY WATER AUTHORITY,2.299999952316284,0,0,54732,FALSE,"(-10,0]","(0,10]"
AL0001362,LEROY WATER AUTHORITY,2.200000047683716,0,0,70481,FALSE,"(-10,0]","(0,10]"
AL0001362,LEROY WATER AUTHORITY,4.400000095367432,0,0,73056,FALSE,"(-10,0]","(0,10]"
AL0001362,LEROY WATER AUTHORITY,5.900000095367432,0,0,72368,FALSE,"(-10,0]","(0,10]"
AL0001363,MCINTOSH WATER & FIRE PRO AUTHORITY,17.799999237060547,0,0,42083,FALSE,"(-10,0]","(10,20]"
AL0001363,MCINTOSH WATER & FIRE PRO AUTHORITY,24.100000381469727,0,0,36856,FALSE,"(-10,0]","(20,30]"
AL0001363,MCINTOSH WATER & FIRE PRO AUTHORITY,17,0,0,44423,FALSE,"(-10,0]","(10,20]"
AL0001363,MCINTOSH WATER & FIRE PRO AUTHORITY,29.399999618530273,0.3636363744735718,0,41042,FALSE,"(0,10]","(20,30]"
AL0001364,MILLRY WATER WORKS,18.100000381469727,0,0,24286,FALSE,"(-10,0]","(10,20]"
AL0001364,MILLRY WATER WORKS,24.600000381469727,0,1,34625,TRUE,"(-10,0]","(20,30]"
AL0001364,MILLRY WATER WORKS,22.600000381469727,0.49099835753440857,0,44091,FALSE,"(0,10]","(20,30]"
AL0001364,MILLRY WATER WORKS,23,0.49668875336647034,2,42188,TRUE,"(0,10]","(20,30]"
AL0001368,DEER PARK-VINEGAR BEND WATER & FPA,0,0,0,18125,FALSE,"(-10,0]","(-10,0]"
AL0001368,DEER PARK-VINEGAR BEND WATER & FPA,3.5,0,0,18750,FALSE,"(-10,0]","(0,10]"
AL0001368,DEER PARK-VINEGAR BEND WATER & FPA,19.899999618530273,0,0,37813,FALSE,"(-10,0]","(10,20]"
AL0001368,DEER PARK-VINEGAR BEND WATER & FPA,19.799999237060547,0,0,21176,FALSE,"(-10,0]","(10,20]"
AL0001371,WILCOX COUNTY WATER SYSTEM,31.600000381469727,0.40467625856399536,0,21563,FALSE,"(0,10]","(30,40]"
AL0001371,WILCOX COUNTY WATER SYSTEM,28.600000381469727,0.6920415163040161,0,29643,FALSE,"(0,10]","(20,30]"
AL0001371,WILCOX COUNTY WATER SYSTEM,34.29999923706055,0.5749668478965759,0,25948,FALSE,"(0,10]","(30,40]"
AL0001371,WILCOX COUNTY WATER SYSTEM,33.79999923706055,0.5121638774871826,0,26317,FALSE,"(0,10]","(30,40]"
AL0001374,CAMDEN WATER & SEWER DEPARTMENT,31.600000381469727,0.40467625856399536,0,21563,FALSE,"(0,10]","(30,40]"
AL0001374,CAMDEN WATER & SEWER DEPARTMENT,28.600000381469727,0.6920415163040161,0,29643,FALSE,"(0,10]","(20,30]"
AL0001374,CAMDEN WATER & SEWER DEPARTMENT,34.29999923706055,0.5749668478965759,0,25948,FALSE,"(0,10]","(30,40]"
AL0001374,CAMDEN WATER & SEWER DEPARTMENT,33.79999923706055,0.5121638774871826,0,26317,FALSE,"(0,10]","(30,40]"
AL0001380,ELDRIDGE WATER SYSTEM,0,0,0,47500,FALSE,"(-10,0]","(-10,0]"
AL0001380,ELDRIDGE WATER SYSTEM,40,0,0,39583,FALSE,"(-10,0]","(30,40]"
AL0001380,ELDRIDGE WATER SYSTEM,32.900001525878906,0,0,33750,FALSE,"(-10,0]","(30,40]"
AL0001380,ELDRIDGE WATER SYSTEM,40.599998474121094,0,0,32250,FALSE,"(-10,0]","(40,50]"
AL0001393,PINE HILL WATER DEPARTMENT,46.20000076293945,0,0,25703,FALSE,"(-10,0]","(40,50]"
AL0001393,PINE HILL WATER DEPARTMENT,45,0,0,26618,FALSE,"(-10,0]","(40,50]"
AL0001393,PINE HILL WATER DEPARTMENT,43.70000076293945,0,0,30379,FALSE,"(-10,0]","(40,50]"
AL0001393,PINE HILL WATER DEPARTMENT,45,0,0,28750,FALSE,"(-10,0]","(40,50]"
AL0001402,ADDISON WATER WORKS,30.100000381469727,0,0,29219,FALSE,"(-10,0]","(30,40]"
AL0001402,ADDISON WATER WORKS,28.899999618530273,0,0,30139,FALSE,"(-10,0]","(20,30]"
AL0001402,ADDISON WATER WORKS,24.299999237060547,0,0,39750,FALSE,"(-10,0]","(20,30]"
AL0001402,ADDISON WATER WORKS,31.299999237060547,0,0,37917,FALSE,"(-10,0]","(30,40]"
AL0001403,ARLEY WATER WORKS,17.899999618530273,1.3059701919555664,1,25156,TRUE,"(0,10]","(10,20]"
AL0001403,ARLEY WATER WORKS,17.200000762939453,0.9852216839790344,0,26848,FALSE,"(0,10]","(10,20]"
AL0001403,ARLEY WATER WORKS,17.600000381469727,1.1419249773025513,0,26250,FALSE,"(0,10]","(10,20]"
AL0001403,ARLEY WATER WORKS,16.299999237060547,0.767754316329956,0,26406,FALSE,"(0,10]","(10,20]"
AL0001410,DOUBLE SPRINGS WATER WORKS,25.600000381469727,1.12187659740448,0,30865,FALSE,"(0,10]","(20,30]"
AL0001410,DOUBLE SPRINGS WATER WORKS,21,1.728723406791687,0,30714,FALSE,"(0,10]","(20,30]"
AL0001410,DOUBLE SPRINGS WATER WORKS,21.200000762939453,1.1843079328536987,0,35043,FALSE,"(0,10]","(20,30]"
AL0001410,DOUBLE SPRINGS WATER WORKS,23.200000762939453,0.2142857164144516,0,29837,FALSE,"(0,10]","(20,30]"
AL0001411,HALEYVILLE WATER WORKS & SEWER BOARD,37.5,7.457068920135498,0,23191,FALSE,"(0,10]","(30,40]"
AL0001411,HALEYVILLE WATER WORKS & SEWER BOARD,30.899999618530273,7.48564863204956,0,22917,FALSE,"(0,10]","(30,40]"
AL0001411,HALEYVILLE WATER WORKS & SEWER BOARD,34.599998474121094,8.157389640808105,0,19980,FALSE,"(0,10]","(30,40]"
AL0001411,HALEYVILLE WATER WORKS & SEWER BOARD,31.5,8.450704574584961,0,23576,FALSE,"(0,10]","(30,40]"
AL0001412,LYNN WATER WORKS,13.5,2.457956075668335,0,42813,FALSE,"(0,10]","(10,20]"
AL0001412,LYNN WATER WORKS,20.799999237060547,0.7594936490058899,0,42000,FALSE,"(0,10]","(20,30]"
AL0001412,LYNN WATER WORKS,14.899999618530272,0.8595988750457764,0,45729,FALSE,"(0,10]","(10,20]"
AL0001412,LYNN WATER WORKS,20.100000381469727,0,0,42813,FALSE,"(-10,0]","(20,30]"
AL0001420,ARDMORE WATER SYSTEM,18.799999237060547,0,0,32196,FALSE,"(-10,0]","(10,20]"
AL0001420,ARDMORE WATER SYSTEM,23.299999237060547,0,0,33105,FALSE,"(-10,0]","(20,30]"
AL0001420,ARDMORE WATER SYSTEM,18.200000762939453,0,0,34107,FALSE,"(-10,0]","(10,20]"
AL0001420,ARDMORE WATER SYSTEM,16.200000762939453,0,0,37037,FALSE,"(-10,0]","(10,20]"
AL0001422,NORTHEAST ALABAMA WATER SYSTEM,18.899999618530273,19.124223709106445,0,38536,FALSE,"(10,20]","(10,20]"
AL0001422,NORTHEAST ALABAMA WATER SYSTEM,21.700000762939453,23.14067268371582,0,38130,FALSE,"(20,30]","(20,30]"
AL0001422,NORTHEAST ALABAMA WATER SYSTEM,23.799999237060547,27.153823852539062,0,34002,FALSE,"(20,30]","(20,30]"
AL0001422,NORTHEAST ALABAMA WATER SYSTEM,25.600000381469727,28.189680099487305,0,34814,FALSE,"(20,30]","(20,30]"
AL0001423,GREENHILL WATER & FIRE PRO AUTHORITY,25.100000381469727,2.405914306640625,0,33001,FALSE,"(0,10]","(20,30]"
AL0001423,GREENHILL WATER & FIRE PRO AUTHORITY,24.899999618530273,2.051938056945801,1,32122,TRUE,"(0,10]","(20,30]"
